,0
22942,tormundThe big woman still here?
22943,jonThey're coming.
22944,jonWe have dragonglass and Valyrian steel.
22945,jonBut there are too many of them.
22946,jonFar too many.
22947,jonOur enemy doesn't tire.
22948,jonDoesn't stop. Doesn't feel.
22949,jonWe can't beat them in a straight fight.
22950,"jaimeSo, what can we do?"
22951,jonThe Night King made them all. They follow his command. If he falls Getting to him may be our best chance.
22952,"jaimeIf that's true, he'll never expose himself."
22953,"branYes, he will."
22954,"branHe'll come for me. He's tried before, many times, with many Three-Eyed Ravens."
22955,samWhy? What does he want?
22956,"branAn endless night. He wants to erase this world, and I am its memory."
22957,"samThat's what death is, isn't it? Forgetting. Being forgotten. If we forget where we've been and what we've done, we're not men anymore. Just animals. Your memories don't come from books. Your stories aren't just stories. If I wanted to erase the world of men, I'd start with you."
22958,tyrionHow will he find you?
22959,branHis mark is on me.
22960,branHe always knows where I am.
22961,"jonWe'll put you in the crypt, where it's safest."
22962,branNo. We need to lure him into the open before his army destroys us all. I'll wait for him in the Godswood.
22963,sansaYou want us to use you as bait?
22964,aryaWe're not leaving you alone out there.
22965,theonHe won't be. I'll stay with him. With the Ironborn. I took this castle from you. Let me defend you now.
22966,davosWe'll hold off the rest of them for as long as we can.
22967,"tyrionWhen the time comes, Ser Davos and I will be on the walls, to give you the signal to light the trench."
22968,daenerysSer Davos is perfectly capable of waving a torch on his own. You'll be in the crypt.
22969,"tyrionYour Grace, I have fought before, I can do it again. Alongside the men and women risking their lives."
22970,"daenerysThere are thousands of them and only one of you. You can't fight as well as they can, but you can think better than any of them. You're here because of your mind. If we survive, I'll need it."
22971,davosThe dragons should give us an edge in the field.
22972,"jonIf they're in the field, they're not protecting Bran. We need to be near him. Not too near, or the Night King won't come. But close enough to pursue him when he does."
22973,aryaDragonfire will stop him?
22974,branI don't know. No one's ever tried.
22975,tormundWe're all going to die.
22976,tormundBut at least we die together.
22977,jonLet's get some rest.
22978,jonYour Grace.
22979,tyrionDo you need help?
22980,branNo.
22981,tyrionYou've had a strange journey.
22982,branStranger than most.
22983,tyrionI'd like to hear about it.
22984,branIt's a long story.
22985,"tyrionIf only we were trapped in a castle, in the middle of winter, with nowhere to go."
22986,missandeiHello.
22987,"greyWhen Daenerys takes her throne there will be no place for us here. I am loyal to my queen. I will fight for her until her enemies are defeated, but when the war is over and she has won, do you want to grow old in this place? Is there nothing else you want to do, nothing else you want to see?"
22988,missandeiNaath. I'd like to see the beaches again.
22989,greyThen I will take you there.
22990,missandeiMy people are peaceful. We cannot protect ourselves.
22991,greyMy people are not peaceful. We will protect you.
22992,samHave you told her yet?
22993,jonNo.
22994,samMm-hmm. Being careful. Biding your time. Waiting for the perfect-
22995,eddAnd now our watch begins.
22996,jonGilly? Little Sam?
22997,samThey'll be safe down in the crypt.
22998,jonIf you want to join them.
22999,jonTo protect them.
23000,samEveryone seems to forget that I was the first man to kill a White Walker. I've killed Thenns.
23001,eddThenn.
23002,"samI've saved Gilly more than once. I stole a considerable number of books from the Citadel library, survived the Fist of the First Men. You need me out there."
23003,"eddWell, if that's what it's come to, we really are fucked."
23004,"samWell, calling you ""fucked"" wouldn't be strictly accurate."
23005,eddSamwell Tarly. Slayer of White Walkers. Lover of Ladies. As if we needed any more signs the world was ending.
23006,"samThink back to where we started. Us, Grenn, Pyp."
23007,jonNow it's just us three.
23008,"eddLast man left, burn the rest of us."
23009,tyrionI wish Father were here.
23010,tyrionI would love to see the look on his face when he realizes his two sons are about to die defending Winterfell.
23011,jaimeThat would be something to see.
23012,"tyrionI remember the first time we were here, the first time I saw this hall."
23013,jaimeMm.
23014,tyrionYou were a golden lion. I was a drunken whore-monger. It was all so simple.
23015,jaimeIt wasn't so simple. I was sleeping with my sister and you had one friend in the world who was sleeping with his sister.
23016,tyrionI was speaking in relative terms.
23017,jaimeDo you miss it?
23018,tyrionOf course I miss it.
23019,"jaimeWell, my golden lion days are done, but whore-mongering is still an option for you."
23020,tyrionIt's not. Things would be easier if it were.
23021,tyrionThe perils of self-betterment.
23022,jaimeOh! My lady.
23023,"brienneOh, we didn't mean to interrupt. We were just looking for somewhere warm to-"
23024,tyrionTo contemplate your imminent death. You've come to the right place. You want some of this piss? It's not bad. It's not good either.
23025,"podrickThank you, milord."
23026,brienneI don't think that's wise.
23027,brienneThe battle might start at any moment.
23028,brienneHalf cup.
23029,tyrionAnd you?
23030,"brienneNo, thank you. I should try and get some sleep."
23031,jaimeYou really think any of us are going to sleep tonight? Join us.
23032,brienneAll right. Just a bit.
23033,"davosWell, what do we have here?"
23034,"tyrionSer Davos, join us."
23035,"davosNo, not for me, thanks. Came here for this."
23036,davosI figured I could wait to die freezing my balls off out there or wait to die nice and warm in here.
23037,"tormundIt could be our last night in this world, you know."
23038,"brienneYes, well, I'm glad you're here."
23039,brienneHere fighting with us. Glad you survived Eastwatch.
23040,tyrionWould you like a drink?
23041,tormundBrought my own.
23042,"tormundThey call you ""King Killer."""
23043,jaimeI'm sure someone does.
23044,"tormundThey call me ""Giantsbane."" Want to know why?"
23045,tormundI killed a giant when I was ten. Then I climbed right into bed with his wife.
23046,"tormundWhen she woke up, you know what she did? Suckled me at her teat for three months. Thought I was her baby. That's how I got so strong. Giant's milk."
23047,davosMaybe I will have that drink.
23048,sandorYou never used to shut up. Now you're just sitting there like a mute.
23049,aryaGuess I've changed.
23050,aryaWhat are you doing up here?
23051,sandorWhat's it look like?
23052,"aryaNo, I mean, what are you doing up here? You joined the Brotherhood. You went beyond the Wall with Jon. You're here now. Why? When was the last time you fought for anyone but yourself?"
23053,"sandorI fought for you, didn't I?"
23054,"sandorOh, for fuck's sake. May as well be at a bloody wedding."
23055,bericMy lady. It's good to see you again. I'm sorry we parted the way we did.
23056,sandorWas he on your list?
23057,aryaFor a little while.
23058,bericThat's all right.
23059,bericThe Lord of Light has brought us together all the same. This is his moment. When light-
23060,"sandorThoros isn't here anymore, so I hope you're not about to give a sermon. Because if you are, the Lord of Light's gonna wonder why he brought you back nineteen times just to watch you die when I chuck you over this fucking wall."
23061,sandorWhere are you going?
23062,aryaI'm not spending my final hours with you two miserable old shits.
23063,aryaThat for me?
23064,aryaThis'll work.
23065,"gendryLast time you saw me, you wanted me to come to Winterfell. Took the long road, but…"
23066,aryaWhat did the Red Woman want with you?
23067,gendryShe wanted my blood for some kind of spell.
23068,aryaWhy your blood?
23069,gendryI'm Robert Baratheon's bastard.
23070,"gendryI didn't know until she told me. Then she tied me up, stripped me down, put leeches all over me."
23071,aryaWas that your first time?
23072,"gendryNo, yeah, I've never had leeches put all over my cock."
23073,aryaYour first time with a woman.
23074,gendryWhat? I-I didn't-I wasn't with her.
23075,aryaWere you with other girls before that in King's Landing?
23076,aryaOr after?
23077,aryaYou don't remember?
23078,"gendryYes, I was."
23079,aryaOne? Two? Twenty?
23080,"gendryWell, I didn't keep count."
23081,"aryaYes, you did."
23082,gendryThree.
23083,aryaWe're probably going to die soon. I want to know what it's like before that happens.
23084,"gendryArya, I-"
23085,aryaI'm not the Red Woman. Take your own bloody pants off.
23086,"tyrionIt's strange, isn't it? Almost everyone here's fought the Starks at one time or another. And here we are in their castle, ready to defend it. Together."
23087,brienneAt least we'll die with honor.
23088,tyrionI think we might live.
23089,tyrionI-I do. How many battles have we survived between us? Ser Davos Seaworth. Survivor of both the Blackwater and the Battle of the Bastards.
23090,davosAll without a shred of combat ability.
23091,"tyrionMm. Ser Jaime Lannister, fabled hero of the Siege of Pyke."
23092,jaimeFabled loser of the Battle of Whispering Wood.
23093,"tyrionHear, hear! Ser Brienne of Tarth. Defeated the Hound in-Pardon me, Lady Brienne."
23094,tormundShe's not a ser? You're not a knight?
23095,brienneWomen can't be knights.
23096,tormundWhy not?
23097,brienneTradition.
23098,tormundFuck tradition.
23099,brienneI don't even want to be a knight.
23100,"tormundI'm no king. But if I were, I'd knight you ten times over."
23101,jaimeYou don't need a king. Any knight can make another knight.
23102,jaimeI'll prove it.
23103,"jaimeKneel, Lady Brienne."
23104,jaimeDo you want to be a knight or not? Kneel.
23105,"jaimeIn the name of the Warrior, I charge you to be brave."
23106,"jaimeIn the name of the Father, I charge you to be just."
23107,"jaimeIn the name of the Mother, I charge you to defend the innocent."
23108,"jaimeArise, Brienne of Tarth a knight of the Seven Kingdoms."
23109,tyrionSer Brienne of Tarth! Knight of the Seven Kingdoms!
23110,jorahWe have all we need to win this war.
23111,"lyannaI have trained my men, women and children. I have fought before. I can fight again."
23112,"jorahPlease, listen to me. You're the future of our house."
23113,lyannaI don't need you to remind me of that.
23114,jorahYou'll be safer in the crypt. These things we're fighting-
23115,"lyannaI will not hide underground. I pledged to fight for the North, and I will fight."
23116,"samOh, I'm sorry, I didn't mean to-"
23117,lyannIt's all right. We're done here.
23118,"lyannaI wish you good fortune, cousin."
23119,"jorahThank you, my lady."
23120,jorahWhat have you got there?
23121,samIt's called Heartsbane. It's my family sword.
23122,jorahYou still have a family.
23123,"samYes. And I'd love to defend them with it. But I can't really hold it upright. Your father, he taught me how to be a man. How to do what's right. This is right. It's Valyrian steel. I'd be honored if you'd take it."
23124,jorahI'll wield it in his memory to guard the realms of men.
23125,samI'll see you when it's through.
23126,samI hope we win.
23127,jaimeWe'd better get some rest.
23128,"tyrionNo, let's stay a bit longer."
23129,davosWe're out of wine.
23130,tyrionHow about a song? One of you must know one. Ser Davos?
23131,davosYou'll pray for a quick death.
23132,tyrionSer Brienne?
23133,tormundMm-mm.
23134,tyrionMmm.
23135,"podrickHigh in the halls of the kings who are gone, Jenny would dance with her ghosts, the ones she had lost and the ones she had found and the ones who had loved her the most."
23136,podrickThe ones who'd been gone for so very long.
23137,podrickShe couldn't remember their names. They spun her around on the damp old stones.
23138,podrickSpun away all her sorrow and pain. And she never wanted to leave
23139,podrickNever wanted to leave. Never wanted to leave. Never wanted to leave.
23140,podrickNever wanted to leave. Never wanted to leave.
23141,daenerysWho's that?
23142,jonLyanna Stark.
23143,"daenerysMy brother, Rhaegar, everyone told me he was decent and kind. He liked to sing. Gave money to poor children. And he raped her."
23144,jonHe didn't. He loved her.
23145,"jonThey were married in secret. After Rhaegar fell on the Trident, she had a son. Robert would have murdered the baby if he ever found out, and Lyanna knew it. So the last thing she did, as she bled to death on her birthing bed, was give the boy to her brother, Ned Stark, to raise as his bastard."
23146,jonMy name. My real name is Aegon Targaryen.
23147,daenerysThat's impossible.
23148,jonI wish it were.
23149,daenerysWho told you this?
23150,jonBran. He saw it.
23151,daenerysHe saw it?
23152,jonAnd Samwell confirmed it. He read about their marriage at the Citadel without even knowing what it meant.
23153,daenerysA secret no one in the world knew except your brother and your best friend. Doesn't seem strange to you?
23154,"jonIt's true, Dany. I know it is."
23155,"daenerysIf it were true, it would make you the last male heir of House Targaryen. You'd have a claim to the Iron Throne."
23156,manForm up! Get yourselves back!
23157,northmanOi!
23158,northmanMind out.
23159,northmanMOVE!
23160,"northmanLook, on the west wall!"
23161,soldierGet down to the crypt!
23162,soldierJust hold.
23163,manWe'll take him.
23164,"lyannaCome on, help the lads!"
23165,"soldierYes, my lady."
23166,"lyannaQuickly, now! Quickly! Get those in position."
23167,soldierCome on.
23168,soldierClose the gate!
23169,soldierThat's it.
23170,"eddOh, for fuck's sake. You took your time."
23171,melisandreDo you speak their tongue?
23172,melisandreTell them to lift their swords.
23173,melisandreValar morghulis.
23174,greyValar dohaeris.
23175,davosOpen the gate!
23176,soldierOpen the gate!
23177,manCome. Come on. Easy.
23178,"melisandreThere's no need to execute me, Ser Davos. I'll be dead before the dawn."
23179,soldierCease fire!
23180,jonThe Night King is coming.
23181,daenerysThe dead are already here.
23182,brienneStand your ground!
23183,aryaGet down to the crypt.
23184,sansaI'm not abandoning my people.
23185,aryaTake this and go.
23186,sansaI don't know how to use it.
23187,aryaStick them with the pointy end.
23188,samEdd! Edd!
23189,"eddSam, get up!"
23190,"eddOh, God. Sam."
23191,womanEdd!
23192,tormundFall back! Fall back!
23193,brienneFall back!
23194,soldierCome on!
23195,lyannaOpen the gate!
23196,soldierLet us in!
23197,soldierKeep moving!
23198,"lyannaKeep moving, fast!"
23199,soldierTo your posts!
23200,soldierGo!
23201,"soldierCome on, run! Keep moving!"
23202,greyProtect the retreat!
23203,greyStand your ground!
23204,jonDany!
23205,soldierGrab your weapon now!
23206,soldierGuard the barricades!
23207,soldierThrough that pass!
23208,brienneHey! Hey! Hey!
23209,soldierClose up the gaps!
23210,brienneGo! Hey! Go! Go!
23211,jaimeGet in! Get in! Get in! Come on!
23212,soldierMove!
23213,soldierRetreat!
23214,lyannaProtect the gate!
23215,soldierProtect the gate!
23216,jaimeThey're coming! Come on!
23217,sandorFall back!
23218,greyLight the trench! Light the trench!
23219,soldierWait!
23220,soldierLight the trench!
23221,davosShe can't see us.
23222,davosLight the trenches!
23223,"soldierWith a torch, light the trenches! Right there."
23224,soldierTorch it!
23225,"melisandreLord of Light, cast your light upon us. Lord of Light, defend us. For the night is dark and full of terrors!"
23226,"melisandreLord of Light, cast your light upon us! Lord of Light, defend us! For the night is dark and full of terrors!"
23227,bericClegane.
23228,womanYou must try not to worry yourself.
23229,varysAt least we're already in a crypt.
23230,"tyrionIf we were up there, we might see something everyone else is missing. Something that makes a difference."
23231,tyrionWhat? Remember the Battle of Blackwater? I brought us through the Mud Gate.
23232,varysAnd got your face cut in half.
23233,tyrionAnd it made a difference. If I was out there right now...
23234,sansaYou'd die. There's nothing you can do.
23235,tyrionYou might be surprised at the lengths I'd go to avoid joining the Army of the Dead. I could think of no organization less suited to my talents.
23236,"sansaWitty remarks won't make a difference. That's why we're down here, none of us can do anything. It's the truth. It's the most heroic thing we can do now look the truth in the face."
23237,tyrionMaybe we should have stayed married.
23238,sansaYou were the best of them.
23239,tyrionWhat a terrifying thought.
23240,sansaIt wouldn't work between us.
23241,tyrionWhy not?
23242,sansaThe Dragon Queen. Your divided loyalties would become a problem.
23243,"missandeiYes. Without the Dragon Queen, there'd be no problem at all. We'd all be dead already."
23244,theonThey lit the trench. Bran I just want you to know... I wish... The things I did
23245,branEverything you did brought you where you are now. Where you belong. Home.
23246,branI'm going to go now.
23247,theonGo where?
23248,davosMan the walls!
23249,soldierMan the walls!
23250,soldierMan the wall!
23251,lyannaMan the walls! Come on!
23252,lyannaGet out there! Get moving!
23253,"jaimeCome on. Come on! Come on! Go, go, go!"
23254,brienneCome on!
23255,soldierThey're against the wall!
23256,soldierGet more men up here!
23257,"soldierFill the gaps, quickly!"
23258,jaimeGet in there!
23259,soldierThey're climbing the walls!
23260,jaimeRelieve the archers!
23261,soldierRelieve the archers!
23262,jaimeArchers on top!
23263,soldierMove up!
23264,"soldierGo, go! Come here! Come on!"
23265,soldierMove back!
23266,soldierStand away!
23267,"soldierGo on, go on."
23268,jorahGo! Go.
23269,soldierStep back.
23270,"soldierAll the way, archers!"
23271,soldierHold the wall!
23272,"soldierThe wall, they're coming up!"
23273,jaimeDraw!
23274,jaimeCome on!
23275,soldierThey're coming up!
23276,jaimeLook out!
23277,bericClegane! Clegane!
23278,"bericClegane! Clegane, we need you!"
23279,bericYou can't give up on us.
23280,"sandorFuck off! We can't beat them. Don't you see that, you stupid whore? We're fighting Death! They can't beat Death."
23281,bericTell her that.
23282,soldierOpen the door!
23283,soldierOpen the door! Open the door! Please! Open it!
23284,sandorCome on!
23285,bericGo!
23286,bericRun!
23287,sandorWe've gotta go!
23288,melisandreThe Lord brought him back for a purpose. Now that purpose has been served.
23289,aryaI know you.
23290,melisandreAnd I know you.
23291,aryaYou said we'd meet again.
23292,melisandreAnd here we are. At the end of the world.
23293,aryaYou said I'd shut many eyes forever. You were right about that too.
23294,melisandreBrown eyes... green eyes... and blue eyes.
23295,melisandreWhat do we say to the God of Death?
23296,aryaNot today.
23297,theonHere they come!
23298,"theonSteady, lads."
23299,theonSteady now. Make every shot count.
23300,manOver there!
23301,manThere!
23302,jonGet off!
23303,daenerysDracarys.
23304,"tyrionCome on! Come on! No! No, no, no!"
23305,jonBran!
23306,daenerysGo!
23307,daenerysJorah!
23308,branTheon.
23309,branYou're a good man.
23310,branThank you.
23311,jorahI'm hurt.
23312,jonWe're here to say goodbye to our brothers and sisters. To our fathers and mothers. To our friends. Our fellow men and women who set aside their differences to fight together and die together so that others might live. Everyone in this world owes them a debt that can never be repaid. It is our duty and our honor to keep them alive in memory for those who come after us and those who come after them for as long as men draw breath. They were the shields that guarded the realms of men. And we shall never see their like again.
23313,manTo your health.
23314,gendryHave you seen Arya?
23315,"sandorYou can still smell the burning bodies, and that's where your head is at."
23316,gendryI just want to thank her for-
23317,sandorI'm sure you do.
23318,"gendryLook, it's not about that."
23319,"sandorOf course it's about that, you twat. Why shouldn't it be? The dead are dead. You're not."
23320,daenerysGendry.
23321,"daenerysThat's right, isn't it?"
23322,"gendryYes, Your Grace."
23323,daenerysYou're Robert Baratheon's son.
23324,daenerysYou are aware he took my family's throne and tried to have me murdered?
23325,gendryI didn't even know he was my father until after he was dead.
23326,"daenerysYes, he's dead. His brothers are too. So who's Lord of Storm's End now?"
23327,"gendryI don't know, Your Grace."
23328,daenerysDoes anyone?
23329,daenerysI think you should be Lord of Storm's End.
23330,gendryI can't be. I'm a bastard.
23331,"daenerysNo, you are Lord Gendry Baratheon of Storm's End, the lawful son of Robert Baratheon. Because that is what I have made you."
23332,davosTo Lord Gendry Baratheon of Storm's End.
23333,allTo Gendry!
23334,manLord Gendry!
23335,manGendry!
23336,"manThat's easy, isn't it?"
23337,tyrionA fitting reward for a hero.
23338,"samUh, hold on."
23339,tyrionAnd a Lord of Storm's End who will be forever loyal to you.
23340,"manCome, my lord."
23341,daenerysSee? You're not the only one who's clever.
23342,womanI have to go down and get another barrel.
23343,"jaimeWe fought dead things and lived to talk about it. If this isn't the time to drink, when is?"
23344,"davosThe last time I saw her, I told her I'd kill her if I ever saw her again."
23345,tyrionI'm sure you had your reasons.
23346,davosI did. I do.
23347,tyrionSo did you?
23348,"davosNever got the chance. She did it to herself. Or her god did it to her. Lord of Light. We play his game for him, we fight his war and win, and then he fucks off. No signs, no blessings. Who knows what he wants?"
23349,tyrionI don't imagine thinking about that subject will leave you any happier than before.
23350,davosAnd what if I'm not trying to be happy?
23351,"tyrionThen you're in luck. We may have defeated them, but we still have us to contend with."
23352,davosThank you. I feel much better.
23353,manMore ale!
23354,tyrionThis is clever. Even better than the saddle I designed for you.
23355,branIt's the same as the one Daeron Targaryen built for his crippled nephew 120 years ago. I liked that one.
23356,tyrionYou know our history better than anyone. That will be useful as Lord of Winterfell.
23357,branI'm not Lord of Winterfell.
23358,tyrionYou're the only surviving trueborn son of Ned Stark.
23359,tyrionYou don't want it.
23360,branI don't really want anymore.
23361,tyrionI envy you.
23362,branYou shouldn't envy me. Mostly I live in the past.
23363,varysCome in.
23364,varysAnd?
23365,varysNothing?
23366,marthaShe won't eat.
23367,varysWe'll try again at supper.
23368,marthaI think they're watching me.
23369,varysWho?
23370,marthaHer soldiers.
23371,varysOf course they are. That's their job.
23372,"varysWhat have I told you, Martha?"
23373,"marthaThe greater the risk, the greater the reward."
23374,varysGo on. They'll be missing you in the kitchen.
23375,varysThe Northern armies?
23376,jonJust crossed the Trident. They'll be at the walls of King's Landing in two days. How is she?
23377,"varysShe hasn't seen anyone since we returned. Hasn't left her chambers, hasn't accepted any food."
23378,jonShe shouldn't be alone.
23379,varysYou're worried for her. I admire your empathy.
23380,jonAren't you worried for her?
23381,"varysI'm worried for all of us. They say every time a Targaryen is born, the gods toss a coin and the world holds its breath."
23382,jonWe're not much for riddles where I'm from.
23383,varysWe both know what she's about to do.
23384,jonThat's her decision to make. She is our queen.
23385,"varysMen decide where power resides, whether or not they know it."
23386,jonWhat do you want?
23387,varysAll I've ever wanted. The right ruler on the Iron Throne. I still don't know how her coin has landed. But I'm quite certain about yours.
23388,jonI don't want it. I never have.
23389,"varysI have known more kings and queens than any man living. I've heard what they say to crowds, and seen what they do in the shadows. I have furthered their designs, however horrible. But what I tell you now is true"
23390,jonShe is my queen.
23391,tyrionYour Grace?
23392,tyrionThere's something you need to know.
23393,daenerysSomeone has betrayed me.
23394,tyrionYes.
23395,daenerysJon Snow.
23396,tyrionVarys.
23397,daenerysHe knows the truth about Jon.
23398,tyrionHe does.
23399,"daenerysBecause you told him. You learned from Sansa. And she learned from Jon, though I begged him not to tell her. As I said, he betrayed me."
23400,tyrionI'm glad Sansa told me. I am your Hand. I need to be aware of any threats you're facing.
23401,daenerysAnd Varys?
23402,tyrionYour Master of Whisperers needs to be aware too.
23403,daenerysYou spoke to him first. Without coming to me. Without asking my permission.
23404,tyrionIt was a mistake.
23405,daenerysWhy do you think Sansa told you? What do you think she hoped to gain?
23406,tyrionShe trusts me.
23407,"daenerysYes, she trusts you. She trusted you to spread secrets that could destroy your own queen. And you did not let her down."
23408,"tyrionIf I have failed you, my queen, forgive me. Our intentions were good. We wanted what you want. A better world, all of us. Varys as much as anyone."
23409,tyrionBut it doesn't matter now.
23410,daenerysNo. It doesn't matter now.
23411,tyrionIt was me.
23412,"varysI hope I deserve this. Truly, I do. I hope I'm wrong. Goodbye, old friend."
23413,"daenerysLord Varys. I, Daenerys of House Targaryen, First of My Name, Breaker of Chains and Mother of Dragons ..."
23414,daeneryssentence you to die. Dracarys.
23415,daenerysThis was all she brought with her when we crossed the Narrow Sea. Her only possession.
23416,"daenerysIt's all right, Torgo Nudo. Let me speak with him."
23417,daenerysWhat did I say would happen if you told your sister?
23418,"jonI don't want it, and that's what I told him."
23419,daenerysShe betrayed your trust. She killed Varys as much as I did. This was a victory for her. Now she knows what happens when people hear the truth about you. Far more people in Westeros love you than love me. I don't have love here. I only have fear.
23420,jonI love you. And you will always be my queen.
23421,daenerysIs that all I am to you? Your queen?
23422,"daenerysAll right, then."
23423,daenerysLet it be fear.
23424,"tyrionThe people who live there, they're not your enemies. They're innocents, like the ones you liberated in Meereen."
23425,"daenerysIn Meereen, the slaves turned on the masters and liberated the city themselves the moment I arrived."
23426,tyrionThey're afraid. Anyone who resists Cersei will see his family butchered. You can't expect them to be heroes. They're hostages.
23427,daenerysThey are. In a tyrant's grip. Whose fault is that? Mine?
23428,tyrionWhat does it matter whose fault it is? Thousands of children will die if the city burns.
23429,daenerysYour sister knows how to use her enemies' weaknesses against them. That's what she thinks our mercy is - weakness.
23430,"tyrionI beg you, my queen-"
23431,daenerysBut she's wrong. Mercy is our strength. Our mercy towards future generations who will never again be held hostage by a tyrant.
23432,"daenerysReady the Unsullied. Tonight you sail for King's Landing, to join the Northern armies."
23433,"tyrionCersei's followers will abandon her if they know the war is lost. Give them that chance. If the city surrenders, they will ring the bells and raise the gates. Please, if you hear them ringing the bells, call off the attack."
23434,daenerysWait for me outside the city. You'll know when it's time.
23435,daenerysYour brother was stopped trying to get past our lines.
23436,daenerysIt seems he hasn't abandoned your sister after all. The next time you fail me will be the last time you fail me.
23437,guardLet them pass.
23438,guardThrough the gate.
23439,guardGet going.
23440,davosThe rearguard should be here by daybreak.
23441,tyrionShe wants to attack now.
23442,jonDaybreak at the earliest.
23443,soldierCareful with that.
23444,soldierMy lord.
23445,"tyrionDavos. I need to ask you a favor. You're the greatest smuggler alive, aren't you?"
23446,"davosI'm not gonna like this favor, am I?"
23447,soldierHe's always better when he's got some food in him.
23448,soldierProblem is when he's got drink in him. See what he did the other week?
23449,soldierAye. Fighting as well. Commander nearly caught him.
23450,soldierAy up. Where you going?
23451,aryaI'm Arya Stark. I'm going to kill Queen Cersei.
23452,"sandorThink about it. She kills Cersei, the war's over. There won't be a siege. You might not even die tomorrow."
23453,soldierI need to go talk to my captain.
23454,"sandorGo ahead, talk to him."
23455,soldierWhere's he going?
23456,tyrionI drink to eat the skull keeper.
23457,tyrionI want to eat the skull keeper.
23458,tyrionI want to see the ...
23459,unsulliedWe speak the common tongue.
23460,tyrionAh. Good. I want to be alone with the prisoner. Get some rest. Tomorrow will be a long day.
23461,unsulliedWe have orders to guard the prisoner.
23462,tyrionOrdered by whom? The queen herself?
23463,unsulliedNo.
23464,"tyrionWell, in that case, as Hand of the Queen, I outrank whomever gave your order. Probably by quite a lot."
23465,tyrionHow did they find you?
23466,tyrionDid you consider taking it off?
23467,"jaimeCersei once called me ""the stupidest Lannister."""
23468,"tyrionAnd you're going back to her, to die with her."
23469,jaimeYou've underestimated her before.
23470,tyrionShe's going to die. Unless you can convince her to change her course of action.
23471,jaimeDifficult to do from here.
23472,jaimeWhen have I ever been able to convince Cersei of anything?
23473,"tyrionTry. If not for yourself, if not for her, then for every one of the million people in that city, innocent or otherwise."
23474,"jaimeTo be honest, I never really cared much for them. Innocent or otherwise."
23475,tyrionYou do care for one innocent. I know you do. And so does Cersei. She has a reason now.
23476,"jaimeThe child is the reason she'll never give an inch. All the worst things she's ever done, she's done for her children. It's not impossible that she'll win."
23477,"tyrionShe won't. Her enemy's forces have been depleted, as she said they would be."
23478,jaimeTwo of the three dragons are dead. She's evened the odds.
23479,tyrionThe city will fall tomorrow.
23480,"jaimeShe has the Lannister army, she has the Golden Company-"
23481,tyrionI defended the city last time it was attacked. I know it better than anyone. It will fall tomorrow.
23482,"jaimeThen I suppose I'll die tomorrow, if not before."
23483,tyrionWhy?
23484,"tyrionEscape. The two of you, together. Remember where we met, where they keep the dragon skulls, beneath the Red Keep? Take her down there. Keep following the stairways down, down as far as they'll go. You'll come out onto a beach at the foot of the keep. A dinghy will be waiting for you. Sail out of the bay. If the winds are kind, you'll make it to Pentos. Start a new life."
23485,jaimeSail right past the Iron Fleet and into a new life? Sounds a lot less likely than Cersei winning this war-
23486,"tyrionThere won't be an Iron Fleet for much longer. Do it. If you don't, you'll never see Cersei again."
23487,tyrionSwear to me.
23488,jaimeYou have my word.
23489,"tyrionIf it works, give the order to ring all the bells in King's Landing and open the gates. That will be our signal that the city has surrendered."
23490,jaimeI'll try.
23491,"tyrionI never thought I'd get to repay the favor. Remember, ring the bells and open the gates."
23492,jaimeYour queen will execute you for this.
23493,"tyrionIf Daenerys can make it to the throne without wading through a river of blood, maybe she'll show mercy to the person who made that possible."
23494,"tyrionTens of thousands of innocent lives one not particularly innocent dwarf it seems like a fair trade. If it weren't for you, I never wouldo ve survived my childhood."
23495,jaimeYou would have.
23496,tyrionYou were the only one who didn't treat me like a monster. You were all I had.
23497,soldierEyes on the horizon!
23498,soldierLoad the scorpion!
23499,"soldierArchers, close up!"
23500,manCome on!
23501,soldierUp to the espringal!
23502,soldierTo the back of it!
23503,"soldierArchers, line up!"
23504,womanThis way! Come on!
23505,soldierClear the streets now!
23506,womanNo!
23507,"manIn, now. And you, come on."
23508,"soldierInside, now!"
23509,manQuickly.
23510,soldierYes. Follow down there. They're here. Get to the Red Keep.
23511,fatherMy son!
23512,soldierGet inside!
23513,"manJust ahead of you, I can see it!"
23514,"soldierAll right, move it!"
23515,womanCome on!
23516,soldierKeep moving!
23517,soldierKeep going!
23518,soldierQuickly!
23519,soldierAll the way!
23520,fatherHold your mother's hand!
23521,soldierMake way for the Golden Company!
23522,soldierClose the gate!
23523,"tyrionIf you hear the bells ring, they've surrendered. Call off your men."
23524,"soldierMove along now, lads."
23525,soldierThat's it.
23526,"soldierGo on, move it."
23527,"soldierCome on, move, move. Faster, faster. Come on, move it. Keep going."
23528,soldierKeep moving.
23529,sandorMove.
23530,soldierStay with him.
23531,manHold on.
23532,womanHold my hand.
23533,noraGet behind there.
23534,soldierClose the gate! No more through!
23535,noraNo!
23536,vickyNo! Mommy!
23537,noraVicky! Please!
23538,"vickyNo, please, sir!"
23539,manOpen the gate!
23540,manOpen it!
23541,soldierGet back!
23542,"noraLook, try that one! Go! Go!"
23543,soldierThe gates are locked now!
23544,womanOpen!
23545,womanOpen the gate! Soldier! Soldier!
23546,manPlease open the gate!
23547,soldierGo back to your homes!
23548,soldierStay back! It's closed!
